Date,Commodity,Price
2023-07-20,Potato,77.72
2023-07-21,Potato,76.06
2023-07-22,Potato,81.15
2023-07-23,Potato,79.65
2023-07-24,Potato,77.13
2023-07-25,Potato,74.87
2023-07-26,Potato,81.23
2023-07-27,Potato,80.45
2023-07-28,Potato,78.1
2023-07-29,Potato,83.83
2023-07-30,Potato,74.97
2023-07-31,Potato,73.5
2023-08-01,Potato,75.89
2023-08-02,Potato,77.72
2023-08-03,Potato,78.47
2023-08-04,Potato,76.91
2023-08-05,Potato,78.58
2023-08-06,Potato,73.65
2023-08-07,Potato,81.63
2023-08-08,Potato,76.94
2023-08-09,Potato,80.42
2023-08-10,Potato,77.98
2023-08-11,Potato,78.21
2023-08-12,Potato,78.43
2023-08-13,Potato,77.95
2023-08-14,Potato,78.42
2023-08-15,Potato,80.36
2023-08-16,Potato,76.85
2023-08-17,Potato,78.27
2023-08-18,Potato,75.75
2023-08-19,Potato,80.22
2023-08-20,Potato,73.76
2023-08-21,Potato,81.07
2023-08-22,Potato,75.43
2023-08-23,Potato,71.14
2023-08-24,Potato,75.69
2023-08-25,Potato,73.15
2023-08-26,Potato,77.59
2023-08-27,Potato,72.99
2023-08-28,Potato,73.49
2023-08-29,Potato,69.04
2023-08-30,Potato,73.24
2023-08-31,Potato,67.2
2023-09-01,Potato,69.6
2023-09-02,Potato,76.51
2023-09-03,Potato,76.47
2023-09-04,Potato,75.27
2023-09-05,Potato,70.97
2023-09-06,Potato,73.61
2023-09-07,Potato,73.62
2023-09-08,Potato,70.04
2023-09-09,Potato,77.9
2023-09-10,Potato,75.91
2023-09-11,Potato,72.49
2023-09-12,Potato,73.12
2023-09-13,Potato,73.54
2023-09-14,Potato,66.67
2023-09-15,Potato,71.94
2023-09-16,Potato,70.52
2023-09-17,Potato,69.44
2023-09-18,Potato,71.48
2023-09-19,Potato,77.6
2023-09-20,Potato,74.02
2023-09-21,Potato,70.26
2023-09-22,Potato,73.58
2023-09-23,Potato,75.94
2023-09-24,Potato,74.41
2023-09-25,Potato,71.7
2023-09-26,Potato,69.46
2023-09-27,Potato,73.39
2023-09-28,Potato,72.36
2023-09-29,Potato,73.75
2023-09-30,Potato,72.86
2023-10-01,Potato,73.99
2023-10-02,Potato,69.13
2023-10-03,Potato,74.57
2023-10-04,Potato,71.11
2023-10-05,Potato,76.63
2023-10-06,Potato,68.23
2023-10-07,Potato,75.4
2023-10-08,Potato,70.68
2023-10-09,Potato,68.02
2023-10-10,Potato,68.42
2023-10-11,Potato,68.81
2023-10-12,Potato,70.94
2023-10-13,Potato,71.13
2023-10-14,Potato,67.74
2023-10-15,Potato,69.29
2023-10-16,Potato,75.69
2023-10-17,Potato,74.35
2023-10-18,Potato,70.38
2023-10-19,Potato,69.08
2023-10-20,Potato,69.23
2023-10-21,Potato,70.62
2023-10-22,Potato,65.62
2023-10-23,Potato,67.82
2023-10-24,Potato,63.49
2023-10-25,Potato,69.61
2023-10-26,Potato,70.26
2023-10-27,Potato,66.78
2023-10-28,Potato,72.87
2023-10-29,Potato,64.38
2023-10-30,Potato,63.58
2023-10-31,Potato,68.56
2023-11-01,Potato,70.95
2023-11-02,Potato,72.77
2023-11-03,Potato,66.26
2023-11-04,Potato,70.8
2023-11-05,Potato,67.37
2023-11-06,Potato,66.89
2023-11-07,Potato,69.98
2023-11-08,Potato,69.21
2023-11-09,Potato,62.45
2023-11-10,Potato,71.54
2023-11-11,Potato,71.18
2023-11-12,Potato,65.09
2023-11-13,Potato,68.09
2023-11-14,Potato,68.32
2023-11-15,Potato,67.55
2023-11-16,Potato,65.06
2023-11-17,Potato,64.63
2023-11-18,Potato,66.51
2023-11-19,Potato,70.04
2023-11-20,Potato,68.1
2023-11-21,Potato,65.3
2023-11-22,Potato,68.67
2023-11-23,Potato,57.75
2023-11-24,Potato,69.69
2023-11-25,Potato,60.98
2023-11-26,Potato,65.06
2023-11-27,Potato,62.74
2023-11-28,Potato,62.17
2023-11-29,Potato,69.49
2023-11-30,Potato,64.56
2023-12-01,Potato,66.96
2023-12-02,Potato,65.74
2023-12-03,Potato,67.27
2023-12-04,Potato,66.03
2023-12-05,Potato,61.92
2023-12-06,Potato,68.72
2023-12-07,Potato,64.22
2023-12-08,Potato,61.0
2023-12-09,Potato,64.36
2023-12-10,Potato,70.12
2023-12-11,Potato,68.14
2023-12-12,Potato,64.52
2023-12-13,Potato,64.49
2023-12-14,Potato,64.55
2023-12-15,Potato,71.73
2023-12-16,Potato,66.62
2023-12-17,Potato,66.75
2023-12-18,Potato,68.54
2023-12-19,Potato,66.15
2023-12-20,Potato,64.65
2023-12-21,Potato,64.82
2023-12-22,Potato,65.19
2023-12-23,Potato,65.29
2023-12-24,Potato,67.57
2023-12-25,Potato,65.54
2023-12-26,Potato,67.58
2023-12-27,Potato,65.14
2023-12-28,Potato,65.62
2023-12-29,Potato,59.4
2023-12-30,Potato,68.15
2023-12-31,Potato,66.44
2024-01-01,Potato,68.41
2024-01-02,Potato,56.73
2024-01-03,Potato,71.7
2024-01-04,Potato,65.03
2024-01-05,Potato,68.79
2024-01-06,Potato,62.36
2024-01-07,Potato,67.33
2024-01-08,Potato,62.35
2024-01-09,Potato,63.67
2024-01-10,Potato,71.3
2024-01-11,Potato,65.01
2024-01-12,Potato,66.26
2024-01-13,Potato,68.25
2024-01-14,Potato,67.16
2024-01-15,Potato,66.15
2024-01-16,Potato,66.83
2024-01-17,Potato,72.98
2024-01-18,Potato,65.63
2024-01-19,Potato,66.45
2024-01-20,Potato,69.03
2024-01-21,Potato,69.24
2024-01-22,Potato,69.53
2024-01-23,Potato,67.93
2024-01-24,Potato,62.63
2024-01-25,Potato,71.0
2024-01-26,Potato,62.71
2024-01-27,Potato,67.11
2024-01-28,Potato,63.99
2024-01-29,Potato,66.12
2024-01-30,Potato,67.35
2024-01-31,Potato,67.39
2024-02-01,Potato,67.75
2024-02-02,Potato,71.38
2024-02-03,Potato,67.96
2024-02-04,Potato,65.93
2024-02-05,Potato,69.62
2024-02-06,Potato,70.37
2024-02-07,Potato,63.18
2024-02-08,Potato,68.73
2024-02-09,Potato,69.11
2024-02-10,Potato,66.18
2024-02-11,Potato,71.28
2024-02-12,Potato,66.77
2024-02-13,Potato,67.68
2024-02-14,Potato,66.86
2024-02-15,Potato,67.51
2024-02-16,Potato,64.25
2024-02-17,Potato,63.3
2024-02-18,Potato,72.49
2024-02-19,Potato,65.25
2024-02-20,Potato,64.9
2024-02-21,Potato,61.5
2024-02-22,Potato,66.13
2024-02-23,Potato,64.17
2024-02-24,Potato,73.16
2024-02-25,Potato,71.35
2024-02-26,Potato,66.35
2024-02-27,Potato,75.27
2024-02-28,Potato,71.56
2024-02-29,Potato,67.73
2024-03-01,Potato,61.31
2024-03-02,Potato,75.78
2024-03-03,Potato,64.84
2024-03-04,Potato,64.17
2024-03-05,Potato,72.28
2024-03-06,Potato,76.64
2024-03-07,Potato,73.58
2024-03-08,Potato,71.22
2024-03-09,Potato,71.42
2024-03-10,Potato,72.31
2024-03-11,Potato,72.13
2024-03-12,Potato,70.81
2024-03-13,Potato,70.39
2024-03-14,Potato,70.0
2024-03-15,Potato,68.04
2024-03-16,Potato,69.58
2024-03-17,Potato,65.46
2024-03-18,Potato,70.36
2024-03-19,Potato,67.81
2024-03-20,Potato,67.58
2024-03-21,Potato,71.55
2024-03-22,Potato,75.31
2024-03-23,Potato,74.01
2024-03-24,Potato,66.66
2024-03-25,Potato,68.53
2024-03-26,Potato,74.44
2024-03-27,Potato,68.8
2024-03-28,Potato,71.2
2024-03-29,Potato,73.65
2024-03-30,Potato,69.22
2024-03-31,Potato,72.56
2024-04-01,Potato,68.37
2024-04-02,Potato,70.7
2024-04-03,Potato,73.59
2024-04-04,Potato,67.98
2024-04-05,Potato,74.22
2024-04-06,Potato,72.97
2024-04-07,Potato,74.81
2024-04-08,Potato,73.96
2024-04-09,Potato,77.51
2024-04-10,Potato,73.93
2024-04-11,Potato,72.4
2024-04-12,Potato,74.19
2024-04-13,Potato,75.58
2024-04-14,Potato,74.24
2024-04-15,Potato,74.35
2024-04-16,Potato,72.25
2024-04-17,Potato,72.51
2024-04-18,Potato,70.42
2024-04-19,Potato,80.02
2024-04-20,Potato,71.17
2024-04-21,Potato,72.96
2024-04-22,Potato,73.02
2024-04-23,Potato,78.0
2024-04-24,Potato,74.57
2024-04-25,Potato,79.33
2024-04-26,Potato,73.71
2024-04-27,Potato,76.7
2024-04-28,Potato,73.5
2024-04-29,Potato,82.58
2024-04-30,Potato,72.72
2024-05-01,Potato,77.35
2024-05-02,Potato,78.46
2024-05-03,Potato,77.94
2024-05-04,Potato,76.28
2024-05-05,Potato,76.58
2024-05-06,Potato,77.24
2024-05-07,Potato,76.81
2024-05-08,Potato,80.28
2024-05-09,Potato,84.15
2024-05-10,Potato,75.99
2024-05-11,Potato,73.69
2024-05-12,Potato,77.67
2024-05-13,Potato,85.81
2024-05-14,Potato,75.8
2024-05-15,Potato,83.26
2024-05-16,Potato,83.51
2024-05-17,Potato,76.95
2024-05-18,Potato,80.46
2024-05-19,Potato,83.77
2024-05-20,Potato,77.88
2024-05-21,Potato,78.54
2024-05-22,Potato,77.54
2024-05-23,Potato,76.38
2024-05-24,Potato,77.61
2024-05-25,Potato,76.02
2024-05-26,Potato,79.92
2024-05-27,Potato,77.64
2024-05-28,Potato,80.78
2024-05-29,Potato,75.55
2024-05-30,Potato,81.34
2024-05-31,Potato,82.97
2024-06-01,Potato,74.62
2024-06-02,Potato,81.85
2024-06-03,Potato,84.54
2024-06-04,Potato,77.35
2024-06-05,Potato,86.13
2024-06-06,Potato,82.49
2024-06-07,Potato,79.24
2024-06-08,Potato,81.32
2024-06-09,Potato,83.28
2024-06-10,Potato,81.96
2024-06-11,Potato,83.47
2024-06-12,Potato,79.21
2024-06-13,Potato,82.6
2024-06-14,Potato,77.97
2024-06-15,Potato,81.99
2024-06-16,Potato,79.73
2024-06-17,Potato,80.35
2024-06-18,Potato,86.38
2024-06-19,Potato,86.06
2024-06-20,Potato,84.73
2024-06-21,Potato,79.74
2024-06-22,Potato,82.18
2024-06-23,Potato,86.88
2024-06-24,Potato,83.77
2024-06-25,Potato,90.41
2024-06-26,Potato,84.74
2024-06-27,Potato,84.24
2024-06-28,Potato,82.85
2024-06-29,Potato,84.28
2024-06-30,Potato,83.52
2024-07-01,Potato,86.2
2024-07-02,Potato,87.05
2024-07-03,Potato,81.92
2024-07-04,Potato,80.38
2024-07-05,Potato,78.97
2024-07-06,Potato,86.09
2024-07-07,Potato,81.35
2024-07-08,Potato,78.3
2024-07-09,Potato,86.01
2024-07-10,Potato,92.42
2024-07-11,Potato,85.01
2024-07-12,Potato,87.63
2024-07-13,Potato,85.45
2024-07-14,Potato,84.99
2024-07-15,Potato,88.13
2024-07-16,Potato,84.58
2024-07-17,Potato,86.34
2024-07-18,Potato,86.58
2024-07-19,Potato,83.69
2024-07-20,Potato,88.75
2024-07-21,Potato,85.32
2024-07-22,Potato,83.65
2024-07-23,Potato,87.6
2024-07-24,Potato,83.37
2024-07-25,Potato,86.22
2024-07-26,Potato,86.17
2024-07-27,Potato,89.53
2024-07-28,Potato,87.76
2024-07-29,Potato,86.32
2024-07-30,Potato,88.91
2024-07-31,Potato,90.69
2024-08-01,Potato,88.25
2024-08-02,Potato,86.67
2024-08-03,Potato,82.76
2024-08-04,Potato,83.55
2024-08-05,Potato,85.88
2024-08-06,Potato,85.02
2024-08-07,Potato,86.34
2024-08-08,Potato,87.12
2024-08-09,Potato,88.58
2024-08-10,Potato,86.83
2024-08-11,Potato,88.54
2024-08-12,Potato,87.32
2024-08-13,Potato,81.24
2024-08-14,Potato,84.39
2024-08-15,Potato,86.81
2024-08-16,Potato,83.65
2024-08-17,Potato,89.11
2024-08-18,Potato,91.93
2024-08-19,Potato,91.03
2024-08-20,Potato,86.76
2024-08-21,Potato,91.9
2024-08-22,Potato,87.9
2024-08-23,Potato,86.46
2024-08-24,Potato,85.66
2024-08-25,Potato,86.61
2024-08-26,Potato,86.37
2024-08-27,Potato,88.07
2024-08-28,Potato,88.05
2024-08-29,Potato,87.59
2024-08-30,Potato,88.91
2024-08-31,Potato,91.18
2024-09-01,Potato,90.46
2024-09-02,Potato,83.17
2024-09-03,Potato,79.97
2024-09-04,Potato,90.43
2024-09-05,Potato,83.53
2024-09-06,Potato,86.96
2024-09-07,Potato,84.12
2024-09-08,Potato,82.22
2024-09-09,Potato,89.25
2024-09-10,Potato,89.9
2024-09-11,Potato,85.88
2024-09-12,Potato,79.83
2024-09-13,Potato,85.95
2024-09-14,Potato,88.75
2024-09-15,Potato,83.13
2024-09-16,Potato,88.1
2024-09-17,Potato,87.48
2024-09-18,Potato,89.25
2024-09-19,Potato,87.85
2024-09-20,Potato,84.55
2024-09-21,Potato,91.03
2024-09-22,Potato,86.94
2024-09-23,Potato,87.31
2024-09-24,Potato,84.56
2024-09-25,Potato,86.0
2024-09-26,Potato,84.64
2024-09-27,Potato,86.74
2024-09-28,Potato,92.36
2024-09-29,Potato,83.08
2024-09-30,Potato,82.31
2024-10-01,Potato,91.53
2024-10-02,Potato,86.44
2024-10-03,Potato,85.02
2024-10-04,Potato,90.1
2024-10-05,Potato,85.12
2024-10-06,Potato,92.37
2024-10-07,Potato,88.87
2024-10-08,Potato,85.33
2024-10-09,Potato,93.21
2024-10-10,Potato,84.87
2024-10-11,Potato,88.86
2024-10-12,Potato,87.47
2024-10-13,Potato,90.42
2024-10-14,Potato,91.14
2024-10-15,Potato,86.49
2024-10-16,Potato,84.07
2024-10-17,Potato,87.65
2024-10-18,Potato,84.17
2024-10-19,Potato,92.18
2024-10-20,Potato,86.48
2024-10-21,Potato,84.91
2024-10-22,Potato,86.49
2024-10-23,Potato,81.82
2024-10-24,Potato,82.87
2024-10-25,Potato,89.32
2024-10-26,Potato,83.67
2024-10-27,Potato,82.42
2024-10-28,Potato,87.09
2024-10-29,Potato,88.96
2024-10-30,Potato,87.48
2024-10-31,Potato,88.23
2024-11-01,Potato,82.89
2024-11-02,Potato,80.81
2024-11-03,Potato,89.5
2024-11-04,Potato,83.94
2024-11-05,Potato,84.07
2024-11-06,Potato,88.72
2024-11-07,Potato,86.31
2024-11-08,Potato,85.92
2024-11-09,Potato,90.95
2024-11-10,Potato,82.44
2024-11-11,Potato,87.06
2024-11-12,Potato,84.35
2024-11-13,Potato,84.89
2024-11-14,Potato,88.57
2024-11-15,Potato,85.41
2024-11-16,Potato,85.41
2024-11-17,Potato,86.91
2024-11-18,Potato,82.5
2024-11-19,Potato,80.97
2024-11-20,Potato,80.25
2024-11-21,Potato,77.39
2024-11-22,Potato,89.35
2024-11-23,Potato,79.77
2024-11-24,Potato,82.31
2024-11-25,Potato,82.04
2024-11-26,Potato,83.68
2024-11-27,Potato,85.1
2024-11-28,Potato,85.12
2024-11-29,Potato,80.69
2024-11-30,Potato,81.82
2024-12-01,Potato,83.06
2024-12-02,Potato,81.36
2024-12-03,Potato,86.81
2024-12-04,Potato,83.35
2024-12-05,Potato,83.97
2024-12-06,Potato,83.64
2024-12-07,Potato,85.06
2024-12-08,Potato,81.97
2024-12-09,Potato,77.42
2024-12-10,Potato,82.4
2024-12-11,Potato,79.13
2024-12-12,Potato,79.38
2024-12-13,Potato,82.61
2024-12-14,Potato,84.45
2024-12-15,Potato,80.68
2024-12-16,Potato,81.42
2024-12-17,Potato,85.49
2024-12-18,Potato,80.98
2024-12-19,Potato,87.95
2024-12-20,Potato,81.72
2024-12-21,Potato,74.62
2024-12-22,Potato,82.05
2024-12-23,Potato,80.81
2024-12-24,Potato,83.42
2024-12-25,Potato,81.45
2024-12-26,Potato,78.89
2024-12-27,Potato,75.52
2024-12-28,Potato,78.44
2024-12-29,Potato,76.4
2024-12-30,Potato,77.09
2024-12-31,Potato,80.47
2023-01-01,Tomato,60.82
2023-01-02,Tomato,65.88
2023-01-03,Tomato,68.27
2023-01-04,Tomato,62.98
2023-01-05,Tomato,64.55
2023-01-06,Tomato,65.13
2023-01-07,Tomato,62.86
2023-01-08,Tomato,67.3
2023-01-09,Tomato,65.13
2023-01-10,Tomato,66.88
2023-01-11,Tomato,63.1
2023-01-12,Tomato,64.58
2023-01-13,Tomato,68.19
2023-01-14,Tomato,65.04
2023-01-15,Tomato,71.47
2023-01-16,Tomato,65.23
2023-01-17,Tomato,67.23
2023-01-18,Tomato,69.49
2023-01-19,Tomato,62.57
2023-01-20,Tomato,61.67
2023-01-21,Tomato,62.51
2023-01-22,Tomato,71.01
2023-01-23,Tomato,65.69
2023-01-24,Tomato,75.15
2023-01-25,Tomato,65.92
2023-01-26,Tomato,68.29
2023-01-27,Tomato,72.49
2023-01-28,Tomato,74.01
2023-01-29,Tomato,74.31
2023-01-30,Tomato,71.87
2023-01-31,Tomato,71.45
2023-02-01,Tomato,70.28
2023-02-02,Tomato,70.96
2023-02-03,Tomato,67.1
2023-02-04,Tomato,66.42
2023-02-05,Tomato,68.99
2023-02-06,Tomato,68.61
2023-02-07,Tomato,67.88
2023-02-08,Tomato,71.45
2023-02-09,Tomato,72.35
2023-02-10,Tomato,69.87
2023-02-11,Tomato,74.15
2023-02-12,Tomato,66.41
2023-02-13,Tomato,69.37
2023-02-14,Tomato,67.92
2023-02-15,Tomato,64.58
2023-02-16,Tomato,70.05
2023-02-17,Tomato,70.04
2023-02-18,Tomato,75.06
2023-02-19,Tomato,72.52
2023-02-20,Tomato,67.67
2023-02-21,Tomato,76.41
2023-02-22,Tomato,74.62
2023-02-23,Tomato,72.81
2023-02-24,Tomato,70.49
2023-02-25,Tomato,68.4
2023-02-26,Tomato,70.26
2023-02-27,Tomato,74.75
2023-02-28,Tomato,77.24
2023-03-01,Tomato,76.32
2023-03-02,Tomato,70.32
2023-03-03,Tomato,68.52
2023-03-04,Tomato,72.4
2023-03-05,Tomato,66.77
2023-03-06,Tomato,73.14
2023-03-07,Tomato,71.82
2023-03-08,Tomato,70.96
2023-03-09,Tomato,67.66
2023-03-10,Tomato,74.08
2023-03-11,Tomato,71.03
2023-03-12,Tomato,69.2
2023-03-13,Tomato,64.18
2023-03-14,Tomato,72.8
2023-03-15,Tomato,78.28
2023-03-16,Tomato,78.03
2023-03-17,Tomato,71.75
2023-03-18,Tomato,71.4
2023-03-19,Tomato,74.69
2023-03-20,Tomato,70.36
2023-03-21,Tomato,74.34
2023-03-22,Tomato,75.8
2023-03-23,Tomato,77.26
2023-03-24,Tomato,73.35
2023-03-25,Tomato,73.11
2023-03-26,Tomato,71.15
2023-03-27,Tomato,71.37
2023-03-28,Tomato,73.23
2023-03-29,Tomato,75.08
2023-03-30,Tomato,76.78
2023-03-31,Tomato,71.69
2023-04-01,Tomato,78.64
2023-04-02,Tomato,73.4
2023-04-03,Tomato,74.21
2023-04-04,Tomato,72.08
2023-04-05,Tomato,67.1
2023-04-06,Tomato,77.08
2023-04-07,Tomato,76.69
2023-04-08,Tomato,73.68
2023-04-09,Tomato,74.77
2023-04-10,Tomato,76.16
2023-04-11,Tomato,69.97
2023-04-12,Tomato,73.11
2023-04-13,Tomato,77.12
2023-04-14,Tomato,71.01
2023-04-15,Tomato,75.69
2023-04-16,Tomato,70.78
2023-04-17,Tomato,76.28
2023-04-18,Tomato,74.8
2023-04-19,Tomato,70.1
2023-04-20,Tomato,78.46
2023-04-21,Tomato,72.79
2023-04-22,Tomato,72.59
2023-04-23,Tomato,75.65
2023-04-24,Tomato,78.51
2023-04-25,Tomato,72.04
2023-04-26,Tomato,75.29
2023-04-27,Tomato,76.41
2023-04-28,Tomato,77.22
2023-04-29,Tomato,75.68
2023-04-30,Tomato,74.06
2023-05-01,Tomato,72.69
2023-05-02,Tomato,75.44
2023-05-03,Tomato,71.97
2023-05-04,Tomato,66.43
2023-05-05,Tomato,76.5
2023-05-06,Tomato,77.91
2023-05-07,Tomato,68.11
2023-05-08,Tomato,72.16
2023-05-09,Tomato,77.05
2023-05-10,Tomato,81.36
2023-05-11,Tomato,75.24
2023-05-12,Tomato,72.99
2023-05-13,Tomato,74.61
2023-05-14,Tomato,79.27
2023-05-15,Tomato,73.2
2023-05-16,Tomato,72.72
2023-05-17,Tomato,73.66
2023-05-18,Tomato,72.23
2023-05-19,Tomato,75.43
2023-05-20,Tomato,79.92
2023-05-21,Tomato,75.99
2023-05-22,Tomato,74.24
2023-05-23,Tomato,74.1
2023-05-24,Tomato,70.25
2023-05-25,Tomato,77.56
2023-05-26,Tomato,74.65
2023-05-27,Tomato,74.31
2023-05-28,Tomato,84.39
2023-05-29,Tomato,75.68
2023-05-30,Tomato,72.49
2023-05-31,Tomato,73.42
2023-06-01,Tomato,78.11
2023-06-02,Tomato,74.96
2023-06-03,Tomato,70.26
2023-06-04,Tomato,77.29
2023-06-05,Tomato,72.48
2023-06-06,Tomato,80.06
2023-06-07,Tomato,77.63
2023-06-08,Tomato,72.99
2023-06-09,Tomato,78.13
2023-06-10,Tomato,74.43
2023-06-11,Tomato,76.73
2023-06-12,Tomato,75.57
2023-06-13,Tomato,71.52
2023-06-14,Tomato,72.07
2023-06-15,Tomato,77.03
2023-06-16,Tomato,72.87
2023-06-17,Tomato,72.6
2023-06-18,Tomato,70.88
2023-06-19,Tomato,74.95
2023-06-20,Tomato,79.8
2023-06-21,Tomato,70.34
2023-06-22,Tomato,73.54
2023-06-23,Tomato,77.63
2023-06-24,Tomato,73.08
2023-06-25,Tomato,74.6
2023-06-26,Tomato,69.98
2023-06-27,Tomato,74.38
2023-06-28,Tomato,72.45
2023-06-29,Tomato,75.89
2023-06-30,Tomato,76.41
2023-07-01,Tomato,80.54
2023-07-02,Tomato,74.42
2023-07-03,Tomato,73.58
2023-07-04,Tomato,73.1
2023-07-05,Tomato,71.37
2023-07-06,Tomato,73.35
2023-07-07,Tomato,71.36
2023-07-08,Tomato,72.66
2023-07-09,Tomato,76.02
2023-07-10,Tomato,68.95
2023-07-11,Tomato,75.3
2023-07-12,Tomato,75.74
2023-07-13,Tomato,71.34
2023-07-14,Tomato,65.23
2023-07-15,Tomato,69.67
2023-07-16,Tomato,75.29
2023-07-17,Tomato,71.23
2023-07-18,Tomato,68.2
2023-07-19,Tomato,69.58
2023-07-20,Tomato,73.51
2023-07-21,Tomato,72.53
2023-07-22,Tomato,70.07
2023-07-23,Tomato,69.58
2023-07-24,Tomato,69.4
2023-07-25,Tomato,67.7
2023-07-26,Tomato,75.2
2023-07-27,Tomato,69.28
2023-07-28,Tomato,73.79
2023-07-29,Tomato,74.59
2023-07-30,Tomato,72.91
2023-07-31,Tomato,68.51
2023-08-01,Tomato,70.91
2023-08-02,Tomato,69.51
2023-08-03,Tomato,66.76
2023-08-04,Tomato,70.33
2023-08-05,Tomato,65.71
2023-08-06,Tomato,72.69
2023-08-07,Tomato,67.62
2023-08-08,Tomato,69.5
2023-08-09,Tomato,69.63
2023-08-10,Tomato,67.88
2023-08-11,Tomato,70.3
2023-08-12,Tomato,67.0
2023-08-13,Tomato,70.92
2023-08-14,Tomato,64.15
2023-08-15,Tomato,68.45
2023-08-16,Tomato,73.77
2023-08-17,Tomato,64.83
2023-08-18,Tomato,65.68
2023-08-19,Tomato,69.13
2023-08-20,Tomato,68.01
2023-08-21,Tomato,68.4
2023-08-22,Tomato,68.69
2023-08-23,Tomato,69.01
2023-08-24,Tomato,70.31
2023-08-25,Tomato,68.09
2023-08-26,Tomato,66.01
2023-08-27,Tomato,68.63
2023-08-28,Tomato,72.19
2023-08-29,Tomato,65.97
2023-08-30,Tomato,63.32
2023-08-31,Tomato,69.45
2023-09-01,Tomato,65.64
2023-09-02,Tomato,59.36
2023-09-03,Tomato,68.3
2023-09-04,Tomato,64.03
2023-09-05,Tomato,65.24
2023-09-06,Tomato,66.38
2023-09-07,Tomato,65.84
2023-09-08,Tomato,67.27
2023-09-09,Tomato,63.71
2023-09-10,Tomato,66.44
2023-09-11,Tomato,64.0
2023-09-12,Tomato,66.87
2023-09-13,Tomato,66.38
2023-09-14,Tomato,61.61
2023-09-15,Tomato,67.55
2023-09-16,Tomato,62.56
2023-09-17,Tomato,66.48
2023-09-18,Tomato,65.03
2023-09-19,Tomato,69.33
2023-09-20,Tomato,63.02
2023-09-21,Tomato,62.53
2023-09-22,Tomato,63.4
2023-09-23,Tomato,62.43
2023-09-24,Tomato,65.62
2023-09-25,Tomato,58.25
2023-09-26,Tomato,59.83
2023-09-27,Tomato,59.67
2023-09-28,Tomato,65.61
2023-09-29,Tomato,67.77
2023-09-30,Tomato,62.21
2023-10-01,Tomato,61.91
2023-10-02,Tomato,62.51
2023-10-03,Tomato,65.67
2023-10-04,Tomato,59.29
2023-10-05,Tomato,62.68
2023-10-06,Tomato,64.78
2023-10-07,Tomato,63.25
2023-10-08,Tomato,62.2
2023-10-09,Tomato,64.53
2023-10-10,Tomato,53.31
2023-10-11,Tomato,63.35
2023-10-12,Tomato,59.25
2023-10-13,Tomato,55.61
2023-10-14,Tomato,62.53
2023-10-15,Tomato,65.02
2023-10-16,Tomato,60.38
2023-10-17,Tomato,63.55
2023-10-18,Tomato,65.43
2023-10-19,Tomato,64.44
2023-10-20,Tomato,65.31
2023-10-21,Tomato,62.52
2023-10-22,Tomato,60.43
2023-10-23,Tomato,55.3
2023-10-24,Tomato,59.27
2023-10-25,Tomato,57.39
2023-10-26,Tomato,66.34
2023-10-27,Tomato,59.2
2023-10-28,Tomato,60.01
2023-10-29,Tomato,61.21
2023-10-30,Tomato,59.6
2023-10-31,Tomato,64.46
2023-11-01,Tomato,57.42
2023-11-02,Tomato,59.79
2023-11-03,Tomato,56.9
2023-11-04,Tomato,55.08
2023-11-05,Tomato,57.13
2023-11-06,Tomato,58.77
2023-11-07,Tomato,57.52
2023-11-08,Tomato,56.65
2023-11-09,Tomato,54.43
2023-11-10,Tomato,58.33
2023-11-11,Tomato,53.99
2023-11-12,Tomato,60.71
2023-11-13,Tomato,58.61
2023-11-14,Tomato,53.92
2023-11-15,Tomato,57.29
2023-11-16,Tomato,55.9
2023-11-17,Tomato,59.05
2023-11-18,Tomato,62.05
2023-11-19,Tomato,52.34
2023-11-20,Tomato,58.25
2023-11-21,Tomato,57.36
2023-11-22,Tomato,59.8
2023-11-23,Tomato,58.37
2023-11-24,Tomato,55.42
2023-11-25,Tomato,56.66
2023-11-26,Tomato,55.18
2023-11-27,Tomato,60.75
2023-11-28,Tomato,57.53
2023-11-29,Tomato,63.12
2023-11-30,Tomato,57.19
2023-12-01,Tomato,55.2
2023-12-02,Tomato,52.75
2023-12-03,Tomato,51.84
2023-12-04,Tomato,52.45
2023-12-05,Tomato,57.97
2023-12-06,Tomato,58.66
2023-12-07,Tomato,52.35
2023-12-08,Tomato,59.75
2023-12-09,Tomato,55.58
2023-12-10,Tomato,57.44
2023-12-11,Tomato,61.81
2023-12-12,Tomato,59.63
2023-12-13,Tomato,56.11
2023-12-14,Tomato,54.22
2023-12-15,Tomato,50.41
2023-12-16,Tomato,54.69
2023-12-17,Tomato,56.2
2023-12-18,Tomato,53.85
2023-12-19,Tomato,56.4
2023-12-20,Tomato,57.01
2023-12-21,Tomato,56.09
2023-12-22,Tomato,54.81
2023-12-23,Tomato,57.25
2023-12-24,Tomato,58.07
2023-12-25,Tomato,53.46
2023-12-26,Tomato,60.96
2023-12-27,Tomato,56.43
2023-12-28,Tomato,56.78
2023-12-29,Tomato,58.85
2023-12-30,Tomato,57.43
2023-12-31,Tomato,59.59
2024-01-01,Tomato,57.6
2024-01-02,Tomato,54.91
2024-01-03,Tomato,57.84
2024-01-04,Tomato,53.33
2024-01-05,Tomato,57.1
2024-01-06,Tomato,56.69
2024-01-07,Tomato,56.18
2024-01-08,Tomato,56.44
2024-01-09,Tomato,51.2
2024-01-10,Tomato,55.22
2024-01-11,Tomato,57.16
